UNIXTime,Data,Time,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1482219625,12/19/2016 12:00:00 AM,21:40:25,49,30.56,83,169.37,10.12,06:52:00,17:48:00
1482219318,12/19/2016 12:00:00 AM,21:35:18,49,30.56,83,183.07,7.87,06:52:00,17:48:00
1482219017,12/19/2016 12:00:00 AM,21:30:17,49,30.56,84,168.5,5.62,06:52:00,17:48:00
1482218734,12/19/2016 12:00:00 AM,21:25:34,49,30.56,84,173.33,7.87,06:52:00,17:48:00
1482218418,12/19/2016 12:00:00 AM,21:20:18,49,30.56,83,189.21,5.62,06:52:00,17:48:00
1482218117,12/19/2016 12:00:00 AM,21:15:17,49,30.56,83,156.15,6.75,06:52:00,17:48:00
1482217819,12/19/2016 12:00:00 AM,21:10:19,49,30.56,84,174.61,10.12,06:52:00,17:48:00
1482217533,12/19/2016 12:00:00 AM,21:05:33,49,30.56,84,148.01,9,06:52:00,17:48:00
1482217218,12/19/2016 12:00:00 AM,21:00:18,49,30.56,85,172.81,7.87,06:52:00,17:48:00
1482216937,12/19/2016 12:00:00 AM,20:55:37,49,30.56,85,149.61,6.75,06:52:00,17:48:00
1482216619,12/19/2016 12:00:00 AM,20:50:19,49,30.55,85,159.05,9,06:52:00,17:48:00
1482216318,12/19/2016 12:00:00 AM,20:45:18,49,30.55,86,147.51,9,06:52:00,17:48:00
1482216033,12/19/2016 12:00:00 AM,20:40:33,49,30.55,86,179.56,7.87,06:52:00,17:48:00
1482215718,12/19/2016 12:00:00 AM,20:35:18,49,30.55,86,177.6,9,06:52:00,17:48:00
1482215435,12/19/2016 12:00:00 AM,20:30:35,49,30.55,86,164.91,6.75,06:52:00,17:48:00
1482215118,12/19/2016 12:00:00 AM,20:25:18,49,30.55,86,187.08,5.62,06:52:00,17:48:00
1482214818,12/19/2016 12:00:00 AM,20:20:18,49,30.55,86,178.22,9,06:52:00,17:48:00
1482214517,12/19/2016 12:00:00 AM,20:15:17,49,30.55,85,196.58,7.87,06:52:00,17:48:00
1482214237,12/19/2016 12:00:00 AM,20:10:37,49,30.55,85,187.44,6.75,06:52:00,17:48:00
1482213917,12/19/2016 12:00:00 AM,20:05:17,49,30.54,85,158.5,6.75,06:52:00,17:48:00
1482213632,12/19/2016 12:00:00 AM,20:00:32,50,30.54,85,181.37,7.87,06:52:00,17:48:00
1482213321,12/19/2016 12:00:00 AM,19:55:21,50,30.54,85,172.83,5.62,06:52:00,17:48:00
1482213032,12/19/2016 12:00:00 AM,19:50:32,50,30.54,85,164.74,6.75,06:52:00,17:48:00
1482212718,12/19/2016 12:00:00 AM,19:45:18,50,30.54,84,172.56,10.12,06:52:00,17:48:00
1482212434,12/19/2016 12:00:00 AM,19:40:34,50,30.54,85,162.45,7.87,06:52:00,17:48:00
1482212120,12/19/2016 12:00:00 AM,19:35:20,50,30.54,84,171.65,6.75,06:52:00,17:48:00
1482211818,12/19/2016 12:00:00 AM,19:30:18,50,30.54,84,180.03,5.62,06:52:00,17:48:00
1482211520,12/19/2016 12:00:00 AM,19:25:20,50,30.53,85,171.68,5.62,06:52:00,17:48:00
1482211218,12/19/2016 12:00:00 AM,19:20:18,50,30.53,85,192.64,7.87,06:52:00,17:48:00
1482210917,12/19/2016 12:00:00 AM,19:15:17,50,30.53,84,181.29,7.87,06:52:00,17:48:00
1482210617,12/19/2016 12:00:00 AM,19:10:17,50,30.53,85,180.09,6.75,06:52:00,17:48:00
1482210321,12/19/2016 12:00:00 AM,19:05:21,50,30.52,85,152.99,6.75,06:52:00,17:48:00
1482210018,12/19/2016 12:00:00 AM,19:00:18,50,30.52,87,168.59,7.87,06:52:00,17:48:00
1482209718,12/19/2016 12:00:00 AM,18:55:18,49,30.52,89,187.09,7.87,06:52:00,17:48:00
1482209419,12/19/2016 12:00:00 AM,18:50:19,48,30.52,93,164.44,7.87,06:52:00,17:48:00
1482209123,12/19/2016 12:00:00 AM,18:45:23,48,30.52,98,171.69,5.62,06:52:00,17:48:00
1482208818,12/19/2016 12:00:00 AM,18:40:18,49,30.52,99,153.37,5.62,06:52:00,17:48:00
1482208517,12/19/2016 12:00:00 AM,18:35:17,49,30.52,99,142.55,7.87,06:52:00,17:48:00
1482208240,12/19/2016 12:00:00 AM,18:30:40,49,30.52,98,136.96,7.87,06:52:00,17:48:00
1482207922,12/19/2016 12:00:00 AM,18:25:22,50,30.51,98,150.1,9,06:52:00,17:48:00
1482207618,12/19/2016 12:00:00 AM,18:20:18,50,30.51,97,122.93,7.87,06:52:00,17:48:00
1482207346,12/19/2016 12:00:00 AM,18:15:46,50,30.51,96,149.08,4.5,06:52:00,17:48:00
1482207019,12/19/2016 12:00:00 AM,18:10:19,51,30.51,96,182.87,6.75,06:52:00,17:48:00
1482206717,12/19/2016 12:00:00 AM,18:05:17,52,30.51,94,54.99,1.12,06:52:00,17:48:00
1482206427,12/19/2016 12:00:00 AM,18:00:27,52,30.51,87,64.57,2.25,06:52:00,17:48:00
1482206117,12/19/2016 12:00:00 AM,17:55:17,51,30.5,88,162.88,4.5,06:52:00,17:48:00
1482205848,12/19/2016 12:00:00 AM,17:50:48,52,30.5,94,122.36,2.25,06:52:00,17:48:00
1482205517,12/19/2016 12:00:00 AM,17:45:17,52,30.5,96,133.44,3.37,06:52:00,17:48:00
1482205218,12/19/2016 12:00:00 AM,17:40:18,53,30.5,95,129.42,4.5,06:52:00,17:48:00
1482204919,12/19/2016 12:00:00 AM,17:35:19,54,30.5,92,105.13,5.62,06:52:00,17:48:00
1482204618,12/19/2016 12:00:00 AM,17:30:18,54,30.5,88,135.98,6.75,06:52:00,17:48:00
1482204318,12/19/2016 12:00:00 AM,17:25:18,54,30.5,91,133.12,2.25,06:52:00,17:48:00
1482204018,12/19/2016 12:00:00 AM,17:20:18,54,30.5,95,124.49,6.75,06:52:00,17:48:00
1482203721,12/19/2016 12:00:00 AM,17:15:21,54,30.5,98,139.72,4.5,06:52:00,17:48:00
1482203417,12/19/2016 12:00:00 AM,17:10:17,54,30.5,98,134.9,4.5,06:52:00,17:48:00
1482203118,12/19/2016 12:00:00 AM,17:05:18,54,30.5,98,70.88,4.5,06:52:00,17:48:00
1482202817,12/19/2016 12:00:00 AM,17:00:17,55,30.5,98,94.14,3.37,06:52:00,17:48:00
1482202517,12/19/2016 12:00:00 AM,16:55:17,55,30.5,97,88.77,5.62,06:52:00,17:48:00
1482202217,12/19/2016 12:00:00 AM,16:50:17,55,30.5,97,60.96,4.5,06:52:00,17:48:00
1482201918,12/19/2016 12:00:00 AM,16:45:18,55,30.5,96,80.43,2.25,06:52:00,17:48:00
1482201621,12/19/2016 12:00:00 AM,16:40:21,56,30.5,95,83.08,5.62,06:52:00,17:48:00
1482201317,12/19/2016 12:00:00 AM,16:35:17,57,30.49,92,47.96,4.5,06:52:00,17:48:00
1482201018,12/19/2016 12:00:00 AM,16:30:18,59,30.49,90,68.53,6.75,06:52:00,17:48:00
1482200718,12/19/2016 12:00:00 AM,16:25:18,59,30.49,87,92.6,3.37,06:52:00,17:48:00
1482200420,12/19/2016 12:00:00 AM,16:20:20,58,30.49,90,128.08,5.62,06:52:00,17:48:00
1482200117,12/19/2016 12:00:00 AM,16:15:17,58,30.49,91,70.94,4.5,06:52:00,17:48:00
1482199817,12/19/2016 12:00:00 AM,16:10:17,58,30.49,91,140.87,4.5,06:52:00,17:48:00
1482199517,12/19/2016 12:00:00 AM,16:05:17,58,30.48,93,166.74,4.5,06:52:00,17:48:00
1482199218,12/19/2016 12:00:00 AM,16:00:18,58,30.48,92,95.72,3.37,06:52:00,17:48:00
1482198918,12/19/2016 12:00:00 AM,15:55:18,57,30.48,92,63.02,3.37,06:52:00,17:48:00
1482198617,12/19/2016 12:00:00 AM,15:50:17,57,30.49,94,126.51,5.62,06:52:00,17:48:00
1482198318,12/19/2016 12:00:00 AM,15:45:18,57,30.49,93,80.64,4.5,06:52:00,17:48:00
1482198020,12/19/2016 12:00:00 AM,15:40:20,57,30.49,93,112.49,3.37,06:52:00,17:48:00
1482197717,12/19/2016 12:00:00 AM,15:35:17,57,30.49,94,16.78,3.37,06:52:00,17:48:00
1482197417,12/19/2016 12:00:00 AM,15:30:17,57,30.49,94,74.54,2.25,06:52:00,17:48:00
1482197118,12/19/2016 12:00:00 AM,15:25:18,57,30.49,94,7.95,4.5,06:52:00,17:48:00
1482196817,12/19/2016 12:00:00 AM,15:20:17,57,30.49,94,24.22,3.37,06:52:00,17:48:00
1482196518,12/19/2016 12:00:00 AM,15:15:18,56,30.49,94,65.48,0,06:52:00,17:48:00
1482196220,12/19/2016 12:00:00 AM,15:10:20,56,30.49,95,105,5.62,06:52:00,17:48:00
1482195618,12/19/2016 12:00:00 AM,15:00:18,55,30.49,95,116.6,5.62,06:52:00,17:48:00
1482195317,12/19/2016 12:00:00 AM,14:55:17,55,30.49,97,110.83,6.75,06:52:00,17:48:00
1482195018,12/19/2016 12:00:00 AM,14:50:18,55,30.49,98,137.44,6.75,06:52:00,17:48:00
1482194717,12/19/2016 12:00:00 AM,14:45:17,55,30.49,98,117.27,3.37,06:52:00,17:48:00
1482194417,12/19/2016 12:00:00 AM,14:40:17,55,30.49,98,138.03,3.37,06:52:00,17:48:00
1482194118,12/19/2016 12:00:00 AM,14:35:18,55,30.49,98,131.01,4.5,06:52:00,17:48:00
1482193818,12/19/2016 12:00:00 AM,14:30:18,55,30.49,97,70.62,3.37,06:52:00,17:48:00
1482193517,12/19/2016 12:00:00 AM,14:25:17,55,30.49,96,50.67,4.5,06:52:00,17:48:00
1482193217,12/19/2016 12:00:00 AM,14:20:17,55,30.49,96,35.59,3.37,06:52:00,17:48:00
1482192918,12/19/2016 12:00:00 AM,14:15:18,56,30.49,95,5.1,3.37,06:52:00,17:48:00
1482192635,12/19/2016 12:00:00 AM,14:10:35,56,30.49,95,60.38,4.5,06:52:00,17:48:00
1482192317,12/19/2016 12:00:00 AM,14:05:17,56,30.49,95,69.35,2.25,06:52:00,17:48:00
1482192040,12/19/2016 12:00:00 AM,14:00:40,56,30.49,95,79.06,3.37,06:52:00,17:48:00
1482191718,12/19/2016 12:00:00 AM,13:55:18,56,30.49,96,77.04,2.25,06:52:00,17:48:00
1482191433,12/19/2016 12:00:00 AM,13:50:33,55,30.49,96,114.59,2.25,06:52:00,17:48:00
1482191117,12/19/2016 12:00:00 AM,13:45:17,55,30.49,95,37.34,4.5,06:52:00,17:48:00
1482190836,12/19/2016 12:00:00 AM,13:40:36,56,30.49,95,68.32,6.75,06:52:00,17:48:00
1482190520,12/19/2016 12:00:00 AM,13:35:20,56,30.49,93,12.9,5.62,06:52:00,17:48:00
1482190234,12/19/2016 12:00:00 AM,13:30:34,56,30.49,89,27.73,2.25,06:52:00,17:48:00
1482189918,12/19/2016 12:00:00 AM,13:25:18,57,30.49,85,16.45,2.25,06:52:00,17:48:00
1482189617,12/19/2016 12:00:00 AM,13:20:17,57,30.49,83,3.09,6.75,06:52:00,17:48:00
1482189317,12/19/2016 12:00:00 AM,13:15:17,58,30.5,76,37.91,10.12,06:52:00,17:48:00
1482189018,12/19/2016 12:00:00 AM,13:10:18,59,30.5,75,40.19,7.87,06:52:00,17:48:00
1482188717,12/19/2016 12:00:00 AM,13:05:17,59,30.5,75,47.46,7.87,06:52:00,17:48:00
1482188424,12/19/2016 12:00:00 AM,13:00:24,59,30.5,78,336.35,6.75,06:52:00,17:48:00
1482188117,12/19/2016 12:00:00 AM,12:55:17,59,30.5,75,42.15,6.75,06:52:00,17:48:00
1482187843,12/19/2016 12:00:00 AM,12:50:43,59,30.5,73,2.9,5.62,06:52:00,17:48:00
1482187518,12/19/2016 12:00:00 AM,12:45:18,60,30.51,72,28.2,6.75,06:52:00,17:48:00
1482187231,12/19/2016 12:00:00 AM,12:40:31,60,30.51,67,92.22,4.5,06:52:00,17:48:00
1482186929,12/19/2016 12:00:00 AM,12:35:29,60,30.51,67,359.82,2.25,06:52:00,17:48:00
1482186635,12/19/2016 12:00:00 AM,12:30:35,60,30.51,65,336.67,4.5,06:52:00,17:48:00
1482186321,12/19/2016 12:00:00 AM,12:25:21,60,30.51,61,241.97,1.12,06:52:00,17:48:00
1482186017,12/19/2016 12:00:00 AM,12:20:17,59,30.51,65,223.29,3.37,06:52:00,17:48:00
1482185717,12/19/2016 12:00:00 AM,12:15:17,58,30.51,65,221.61,2.25,06:52:00,17:48:00
1482185418,12/19/2016 12:00:00 AM,12:10:18,57,30.51,77,200.27,4.5,06:52:00,17:48:00
1482185123,12/19/2016 12:00:00 AM,12:05:23,56,30.51,80,82.07,9,06:52:00,17:48:00
1482184818,12/19/2016 12:00:00 AM,12:00:18,56,30.52,79,185.01,4.5,06:52:00,17:48:00
1482184527,12/19/2016 12:00:00 AM,11:55:27,56,30.52,77,37.49,7.87,06:52:00,17:48:00
1482184218,12/19/2016 12:00:00 AM,11:50:18,55,30.52,78,38.25,4.5,06:52:00,17:48:00
1482183929,12/19/2016 12:00:00 AM,11:45:29,55,30.52,79,79.56,3.37,06:52:00,17:48:00
1482183624,12/19/2016 12:00:00 AM,11:40:24,55,30.52,80,36.33,2.25,06:52:00,17:48:00
1482183333,12/19/2016 12:00:00 AM,11:35:33,55,30.52,79,114.2,7.87,06:52:00,17:48:00
1482183017,12/19/2016 12:00:00 AM,11:30:17,55,30.52,77,87.21,3.37,06:52:00,17:48:00
1482182736,12/19/2016 12:00:00 AM,11:25:36,55,30.51,79,105.39,4.5,06:52:00,17:48:00
1482182421,12/19/2016 12:00:00 AM,11:20:21,55,30.52,80,56.36,2.25,06:52:00,17:48:00
1482182117,12/19/2016 12:00:00 AM,11:15:17,56,30.52,80,157.62,3.37,06:52:00,17:48:00
1482181817,12/19/2016 12:00:00 AM,11:10:17,56,30.52,81,99.5,9,06:52:00,17:48:00
1482181517,12/19/2016 12:00:00 AM,11:05:17,57,30.53,78,143.59,18,06:52:00,17:48:00
1482181218,12/19/2016 12:00:00 AM,11:00:18,57,30.53,78,100.78,7.87,06:52:00,17:48:00
1482180918,12/19/2016 12:00:00 AM,10:55:18,57,30.53,76,166.55,4.5,06:52:00,17:48:00
1482180636,12/19/2016 12:00:00 AM,10:50:36,57,30.52,77,149.15,9,06:52:00,17:48:00
1482180318,12/19/2016 12:00:00 AM,10:45:18,57,30.53,79,178.69,7.87,06:52:00,17:48:00
1482180017,12/19/2016 12:00:00 AM,10:40:17,56,30.53,79,143.01,2.25,06:52:00,17:48:00
1482179718,12/19/2016 12:00:00 AM,10:35:18,56,30.53,80,63.39,4.5,06:52:00,17:48:00
1482179417,12/19/2016 12:00:00 AM,10:30:17,56,30.53,76,107.51,3.37,06:52:00,17:48:00
1482179118,12/19/2016 12:00:00 AM,10:25:18,56,30.53,77,138.62,2.25,06:52:00,17:48:00
1482178817,12/19/2016 12:00:00 AM,10:20:17,55,30.54,81,147.36,5.62,06:52:00,17:48:00
1482178517,12/19/2016 12:00:00 AM,10:15:17,55,30.54,81,167.09,4.5,06:52:00,17:48:00
1482178218,12/19/2016 12:00:00 AM,10:10:18,55,30.54,80,167.99,6.75,06:52:00,17:48:00
1482177918,12/19/2016 12:00:00 AM,10:05:18,55,30.54,81,155.04,2.25,06:52:00,17:48:00
1482177617,12/19/2016 12:00:00 AM,10:00:17,54,30.54,82,138.64,6.75,06:52:00,17:48:00
1482177322,12/19/2016 12:00:00 AM,09:55:22,54,30.54,83,154.92,7.87,06:52:00,17:48:00
1482177018,12/19/2016 12:00:00 AM,09:50:18,53,30.53,83,160.17,4.5,06:52:00,17:48:00
1482176717,12/19/2016 12:00:00 AM,09:45:17,53,30.53,84,125.81,6.75,06:52:00,17:48:00
1482176417,12/19/2016 12:00:00 AM,09:40:17,53,30.53,84,154.09,7.87,06:52:00,17:48:00
1482176127,12/19/2016 12:00:00 AM,09:35:27,52,30.53,85,143.94,12.37,06:52:00,17:48:00
1482175818,12/19/2016 12:00:00 AM,09:30:18,52,30.52,86,156.19,9,06:52:00,17:48:00
1482175552,12/19/2016 12:00:00 AM,09:25:52,51,30.52,86,172.28,10.12,06:52:00,17:48:00
1482175221,12/19/2016 12:00:00 AM,09:20:21,51,30.52,87,153.49,7.87,06:52:00,17:48:00
1482174918,12/19/2016 12:00:00 AM,09:15:18,50,30.53,86,149.34,7.87,06:52:00,17:48:00
1482174620,12/19/2016 12:00:00 AM,09:10:20,50,30.53,87,166.77,7.87,06:52:00,17:48:00
1482174325,12/19/2016 12:00:00 AM,09:05:25,50,30.52,87,161.94,7.87,06:52:00,17:48:00
1482174017,12/19/2016 12:00:00 AM,09:00:17,50,30.52,88,157.63,7.87,06:52:00,17:48:00
1482173729,12/19/2016 12:00:00 AM,08:55:29,49,30.52,88,168.2,9,06:52:00,17:48:00
1482173418,12/19/2016 12:00:00 AM,08:50:18,49,30.52,89,163.09,6.75,06:52:00,17:48:00
1482173132,12/19/2016 12:00:00 AM,08:45:32,49,30.52,90,140.74,6.75,06:52:00,17:48:00
1482172819,12/19/2016 12:00:00 AM,08:40:19,49,30.52,90,116.51,6.75,06:52:00,17:48:00
1482172517,12/19/2016 12:00:00 AM,08:35:17,49,30.52,90,130.72,7.87,06:52:00,17:48:00
1482172217,12/19/2016 12:00:00 AM,08:30:17,49,30.52,90,139.56,7.87,06:52:00,17:48:00
1482171918,12/19/2016 12:00:00 AM,08:25:18,48,30.52,90,136.18,7.87,06:52:00,17:48:00
1482171633,12/19/2016 12:00:00 AM,08:20:33,48,30.51,90,101.31,9,06:52:00,17:48:00
1482171336,12/19/2016 12:00:00 AM,08:15:36,48,30.51,89,154.35,6.75,06:52:00,17:48:00
1482171020,12/19/2016 12:00:00 AM,08:10:20,48,30.51,89,174.58,4.5,06:52:00,17:48:00
1482170741,12/19/2016 12:00:00 AM,08:05:41,48,30.51,89,129.94,6.75,06:52:00,17:48:00
1482170420,12/19/2016 12:00:00 AM,08:00:20,48,30.51,89,143.26,4.5,06:52:00,17:48:00
1482170143,12/19/2016 12:00:00 AM,07:55:43,48,30.51,89,103.91,5.62,06:52:00,17:48:00
1482169818,12/19/2016 12:00:00 AM,07:50:18,47,30.51,90,128.95,4.5,06:52:00,17:48:00
1482169533,12/19/2016 12:00:00 AM,07:45:33,47,30.51,91,148.14,6.75,06:52:00,17:48:00
1482169217,12/19/2016 12:00:00 AM,07:40:17,47,30.51,90,116.56,4.5,06:52:00,17:48:00
1482168918,12/19/2016 12:00:00 AM,07:35:18,47,30.51,91,157.1,4.5,06:52:00,17:48:00
1482168633,12/19/2016 12:00:00 AM,07:30:33,46,30.51,91,183.11,2.25,06:52:00,17:48:00
1482168318,12/19/2016 12:00:00 AM,07:25:18,46,30.51,91,171.65,3.37,06:52:00,17:48:00
1482168034,12/19/2016 12:00:00 AM,07:20:34,46,30.51,91,153.81,10.12,06:52:00,17:48:00
1482167717,12/19/2016 12:00:00 AM,07:15:17,46,30.51,91,156.37,5.62,06:52:00,17:48:00
1482167422,12/19/2016 12:00:00 AM,07:10:22,46,30.51,91,182.62,9,06:52:00,17:48:00
1482167118,12/19/2016 12:00:00 AM,07:05:18,46,30.51,91,138.52,7.87,06:52:00,17:48:00
1482166817,12/19/2016 12:00:00 AM,07:00:17,46,30.5,90,146.48,12.37,06:52:00,17:48:00
1482166519,12/19/2016 12:00:00 AM,06:55:19,46,30.51,89,129.81,7.87,06:52:00,17:48:00
1482166227,12/19/2016 12:00:00 AM,06:50:27,46,30.5,89,187,4.5,06:52:00,17:48:00
1482165918,12/19/2016 12:00:00 AM,06:45:18,46,30.5,88,155.57,5.62,06:52:00,17:48:00
1482165630,12/19/2016 12:00:00 AM,06:40:30,46,30.49,88,168.09,4.5,06:52:00,17:48:00
1482165318,12/19/2016 12:00:00 AM,06:35:18,46,30.49,87,123.46,4.5,06:52:00,17:48:00
1482165033,12/19/2016 12:00:00 AM,06:30:33,46,30.49,87,160.77,2.25,06:52:00,17:48:00
1482164721,12/19/2016 12:00:00 AM,06:25:21,46,30.49,87,151.39,5.62,06:52:00,17:48:00
1482164436,12/19/2016 12:00:00 AM,06:20:36,46,30.49,87,149.36,6.75,06:52:00,17:48:00
1482164120,12/19/2016 12:00:00 AM,06:15:20,46,30.49,88,157.96,7.87,06:52:00,17:48:00
1482163818,12/19/2016 12:00:00 AM,06:10:18,46,30.48,88,163.41,7.87,06:52:00,17:48:00
1482163519,12/19/2016 12:00:00 AM,06:05:19,46,30.48,89,161.75,4.5,06:52:00,17:48:00
1482163220,12/19/2016 12:00:00 AM,06:00:20,46,30.48,89,175.82,5.62,06:52:00,17:48:00
1482162917,12/19/2016 12:00:00 AM,05:55:17,46,30.48,89,173.86,5.62,06:52:00,17:48:00
1482162622,12/19/2016 12:00:00 AM,05:50:22,46,30.48,89,178,5.62,06:52:00,17:48:00
1482162318,12/19/2016 12:00:00 AM,05:45:18,45,30.48,89,165.25,6.75,06:52:00,17:48:00
1482162024,12/19/2016 12:00:00 AM,05:40:24,45,30.48,89,179.22,9,06:52:00,17:48:00
1482161717,12/19/2016 12:00:00 AM,05:35:17,45,30.48,89,159.19,4.5,06:52:00,17:48:00
1482161430,12/19/2016 12:00:00 AM,05:30:30,45,30.48,89,179.16,5.62,06:52:00,17:48:00
1482161117,12/19/2016 12:00:00 AM,05:25:17,45,30.47,89,179.18,5.62,06:52:00,17:48:00
1482160817,12/19/2016 12:00:00 AM,05:20:17,45,30.47,89,179.52,5.62,06:52:00,17:48:00
1482160518,12/19/2016 12:00:00 AM,05:15:18,45,30.47,90,188.01,6.75,06:52:00,17:48:00
1482160217,12/19/2016 12:00:00 AM,05:10:17,45,30.47,90,188.74,6.75,06:52:00,17:48:00
1482159918,12/19/2016 12:00:00 AM,05:05:18,44,30.47,90,184.39,7.87,06:52:00,17:48:00
1482159618,12/19/2016 12:00:00 AM,05:00:18,44,30.47,89,187.54,6.75,06:52:00,17:48:00
1482159317,12/19/2016 12:00:00 AM,04:55:17,44,30.47,89,185.25,6.75,06:52:00,17:48:00
1482159017,12/19/2016 12:00:00 AM,04:50:17,44,30.47,88,187.29,6.75,06:52:00,17:48:00
1482158720,12/19/2016 12:00:00 AM,04:45:20,44,30.48,88,177.79,5.62,06:52:00,17:48:00
1482158417,12/19/2016 12:00:00 AM,04:40:17,44,30.47,89,172.81,5.62,06:52:00,17:48:00
1482158119,12/19/2016 12:00:00 AM,04:35:19,44,30.47,89,177.48,6.75,06:52:00,17:48:00
1482157818,12/19/2016 12:00:00 AM,04:30:18,44,30.47,88,141.86,4.5,06:52:00,17:48:00
1482157521,12/19/2016 12:00:00 AM,04:25:21,44,30.47,89,177.71,5.62,06:52:00,17:48:00
1482157217,12/19/2016 12:00:00 AM,04:20:17,44,30.47,90,176.62,4.5,06:52:00,17:48:00
1482156918,12/19/2016 12:00:00 AM,04:15:18,44,30.47,90,176.73,5.62,06:52:00,17:48:00
1482156618,12/19/2016 12:00:00 AM,04:10:18,44,30.47,90,176.67,4.5,06:52:00,17:48:00
1482156321,12/19/2016 12:00:00 AM,04:05:21,44,30.47,90,174.99,5.62,06:52:00,17:48:00
1482156018,12/19/2016 12:00:00 AM,04:00:18,44,30.47,89,174.53,4.5,06:52:00,17:48:00
1482155730,12/19/2016 12:00:00 AM,03:55:30,44,30.47,89,174.53,5.62,06:52:00,17:48:00
1482155417,12/19/2016 12:00:00 AM,03:50:17,45,30.47,88,172.66,4.5,06:52:00,17:48:00
1482155130,12/19/2016 12:00:00 AM,03:45:30,45,30.47,88,172.57,7.87,06:52:00,17:48:00
1482154817,12/19/2016 12:00:00 AM,03:40:17,45,30.47,87,157.78,4.5,06:52:00,17:48:00
1482154534,12/19/2016 12:00:00 AM,03:35:34,46,30.47,86,157.78,3.37,06:52:00,17:48:00
1482154218,12/19/2016 12:00:00 AM,03:30:18,46,30.47,85,157.78,4.5,06:52:00,17:48:00
1482153934,12/19/2016 12:00:00 AM,03:25:34,47,30.47,83,157.78,4.5,06:52:00,17:48:00
1482153617,12/19/2016 12:00:00 AM,03:20:17,48,30.47,82,155.94,4.5,06:52:00,17:48:00
1482153330,12/19/2016 12:00:00 AM,03:15:30,48,30.47,82,155.86,2.25,06:52:00,17:48:00
1482153022,12/19/2016 12:00:00 AM,03:10:22,47,30.47,83,155.86,1.12,06:52:00,17:48:00
1482152717,12/19/2016 12:00:00 AM,03:05:17,47,30.47,84,155.86,1.12,06:52:00,17:48:00
1482152418,12/19/2016 12:00:00 AM,03:00:18,47,30.47,84,155.86,3.37,06:52:00,17:48:00
1482152118,12/19/2016 12:00:00 AM,02:55:18,46,30.47,85,155.7,2.25,06:52:00,17:48:00
1482151818,12/19/2016 12:00:00 AM,02:50:18,46,30.47,86,155.72,1.12,06:52:00,17:48:00
1482151518,12/19/2016 12:00:00 AM,02:45:18,46,30.47,87,155.72,3.37,06:52:00,17:48:00
1482151217,12/19/2016 12:00:00 AM,02:40:17,46,30.47,87,155.7,3.37,06:52:00,17:48:00
1482150917,12/19/2016 12:00:00 AM,02:35:17,46,30.47,86,155.11,3.37,06:52:00,17:48:00
1482150618,12/19/2016 12:00:00 AM,02:30:18,46,30.47,87,171.96,4.5,06:52:00,17:48:00
1482150318,12/19/2016 12:00:00 AM,02:25:18,46,30.46,87,175.47,4.5,06:52:00,17:48:00
1482150017,12/19/2016 12:00:00 AM,02:20:17,46,30.46,86,175.89,3.37,06:52:00,17:48:00
1482149721,12/19/2016 12:00:00 AM,02:15:21,46,30.47,86,175.86,5.62,06:52:00,17:48:00
1482149420,12/19/2016 12:00:00 AM,02:10:20,46,30.47,87,169.18,5.62,06:52:00,17:48:00
1482149117,12/19/2016 12:00:00 AM,02:05:17,46,30.47,88,175.4,6.75,06:52:00,17:48:00
1482148818,12/19/2016 12:00:00 AM,02:00:18,46,30.47,88,173.96,3.37,06:52:00,17:48:00
1482148518,12/19/2016 12:00:00 AM,01:55:18,46,30.47,88,173.97,4.5,06:52:00,17:48:00
1482148217,12/19/2016 12:00:00 AM,01:50:17,46,30.47,88,173.99,5.62,06:52:00,17:48:00
1482147918,12/19/2016 12:00:00 AM,01:45:18,46,30.47,88,172.98,5.62,06:52:00,17:48:00
1482147629,12/19/2016 12:00:00 AM,01:40:29,46,30.47,88,173.07,3.37,06:52:00,17:48:00
1482147317,12/19/2016 12:00:00 AM,01:35:17,46,30.47,88,190.34,4.5,06:52:00,17:48:00
1482147025,12/19/2016 12:00:00 AM,01:30:25,47,30.47,87,190.39,3.37,06:52:00,17:48:00
1482146730,12/19/2016 12:00:00 AM,01:25:30,47,30.47,87,193.93,3.37,06:52:00,17:48:00
1482146418,12/19/2016 12:00:00 AM,01:20:18,47,30.47,87,193.92,5.62,06:52:00,17:48:00
1482146132,12/19/2016 12:00:00 AM,01:15:32,47,30.47,86,193.93,3.37,06:52:00,17:48:00
1482145817,12/19/2016 12:00:00 AM,01:10:17,47,30.47,85,193.93,3.37,06:52:00,17:48:00
1482145534,12/19/2016 12:00:00 AM,01:05:34,48,30.47,84,193.89,5.62,06:52:00,17:48:00
1482145217,12/19/2016 12:00:00 AM,01:00:17,49,30.47,83,227.89,3.37,06:52:00,17:48:00
1482144918,12/19/2016 12:00:00 AM,00:55:18,49,30.47,82,227.9,4.5,06:52:00,17:48:00
1482144618,12/19/2016 12:00:00 AM,00:50:18,49,30.47,82,227.9,2.25,06:52:00,17:48:00
1482144317,12/19/2016 12:00:00 AM,00:45:17,48,30.47,83,201.24,3.37,06:52:00,17:48:00
1482144018,12/19/2016 12:00:00 AM,00:40:18,48,30.47,84,196.98,5.62,06:52:00,17:48:00
1482143717,12/19/2016 12:00:00 AM,00:35:17,49,30.47,82,195.68,9,06:52:00,17:48:00
1482143417,12/19/2016 12:00:00 AM,00:30:17,50,30.47,81,200.83,6.75,06:52:00,17:48:00
